time,hydrogen_reference
0.0,0.03
1.0,0.03
2.0,0.03
3.0,0.03
4.0,0.03
5.0,0.03
6.0,0.03
7.0,0.03
8.0,0.03
9.0,0.03
10.0,0.03
11.0,0.03
12.0,0.03
13.0,0.03
14.0,0.03
15.0,0.03
16.0,0.03
17.0,0.03
18.0,0.03
19.0,0.03
20.0,0.03
21.0,0.03
22.0,0.03
23.0,0.03
24.0,0.03
25.0,0.03
26.0,0.03
27.0,0.03
28.0,0.03
29.0,0.03
30.0,0.03
31.0,0.03
32.0,0.03
33.0,0.03
34.0,0.03
35.0,0.03
36.0,0.03
37.0,0.03
38.0,0.03
39.0,0.03
40.0,0.03
41.0,0.03
42.0,0.03
43.0,0.03
44.0,0.03
45.0,0.03
46.0,0.03
47.0,0.03
48.0,0.03
49.0,0.03
50.0,0.03
51.0,0.03
52.0,0.03
53.0,0.03
54.0,0.03
55.0,0.03
56.0,0.03
57.0,0.03
58.0,0.03
59.0,0.03
60.0,0.03
61.0,0.03
62.0,0.03
63.0,0.03
64.0,0.03
65.0,0.03
66.0,0.03
67.0,0.03
68.0,0.03
69.0,0.03
70.0,0.03
71.0,0.03
72.0,0.03
73.0,0.03
74.0,0.03
75.0,0.03
76.0,0.03
77.0,0.03
78.0,0.03
79.0,0.03
80.0,0.03
81.0,0.03
82.0,0.03
83.0,0.03
84.0,0.03
85.0,0.03
86.0,0.03
87.0,0.03
88.0,0.03
89.0,0.03
90.0,0.03
91.0,0.03
92.0,0.03
93.0,0.03
94.0,0.03
95.0,0.03
96.0,0.03
97.0,0.03
98.0,0.03
99.0,0.03
100.0,0.03
101.0,0.0303454724231976
102.0,0.03069032850697884
103.0,0.031033953275031778
104.0,0.0313757344738391
105.0,0.031715063925548945
106.0,0.03205133887063919
107.0,0.03238396329701516
108.0,0.03271234925221653
109.0,0.033035918135454014
110.0,0.03335410196624968
111.0,0.033666344626516825
112.0,0.03397210307298548
113.0,0.0342708485169582
114.0,0.03456206756846701
115.0,0.03484526334199692
116.0,0.035119956521042474
117.0,0.03538568637887314
118.0,0.03564201175299882
119.0,0.035888511970949055
120.0,0.03612478772510815
121.0,0.03635046189448296
122.0,0.03656518031141994
123.0,0.036768612471433516
124.0,0.03696045218445759
125.0,0.03714041816598649
126.0,0.037308254566729884
127.0,0.037463731439568174
128.0,0.037606645142759555
129.0,0.037736818678517865
130.0,0.037854101966249686
131.0,0.03795837204991109
132.0,0.03804953323911691
133.0,0.03812751718380907
134.0,0.038192282882464595
135.0,0.03824381662399741
136.0,0.03828213186368158
137.0,0.03830726903359549
138.0,0.03831929528825731
139.0,0.03831830418629045
140.0,0.038304415309124235
141.0,0.03827777381789793
142.0,0.03823854994989663
143.0,0.0381869384560034
144.0,0.03812315798080432
145.0,0.03804745038713047
146.0,0.03796008002696344
147.0,0.03786133296076799
148.0,0.03775151612744705
149.0,0.03763095646723947
150.0,0.0375
151.0,0.03735901086141303
152.0,0.03720837029979703
153.0,0.03704847563625438
154.0,0.03687973919101171
155.0,0.036702587178878386
156.0,0.03651745857682541
157.0,0.03632480396675318
158.0,0.036125084356574744
159.0,0.03591876998279049
160.0,0.03570633909777092
161.0,0.03548827674499652
162.0,0.03526507352552655
163.0,0.035037224358983196
164.0,0.03480522724234284
165.0,0.034569582009822644
166.0,0.03433078909713834
167.0,0.03408934831338776
168.0,0.03384575762378469
169.0,0.03360051194642873
170.0,0.03335410196624968
171.0,0.03310701296920906
172.0,0.03285972369977731
173.0,0.03261270524463324
174.0,0.03236641994545189
175.0,0.03212132034355964
176.0,0.031877848159139945
177.0,0.031636433307571
178.0,0.03139749295536729
179.0,0.031161430618081586
180.0,0.030928635302401523
181.0,0.030699480694547678
182.0,0.030474324396946178
183.0,0.03025350721501062
184.0,0.03003735249572483
185.0,0.029826165519570073
186.0,0.029620232947189018
187.0,0.02941982232202327
188.0,0.029225181630003247
189.0,0.029036538917208025
190.0,0.02885410196624968
191.0,0.02867805803197165
192.0,0.028508573636884308
193.0,0.02834579442659384
194.0,0.02818984508531293
195.0,0.028040829311374176
196.0,0.027898829852500362
197.0,0.02776390860041948
198.0,0.027636106744248073
199.0,0.027515444981903663
200.0,0.02740192378864668
201.0,0.027295523741694954
202.0,0.027196205899699274
203.0,0.027103912235717998
204.0,0.027018566122181988
205.0,0.02694007286619897
206.0,0.026868320293409076
207.0,0.02680317937847123
208.0,0.026744504920133447
209.0,0.02669213625871954
210.0,0.02664589803375031
211.0,0.02660560097930961
212.0,0.026571042754664525
213.0,0.02654200880755541
214.0,0.02651827326748472
215.0,0.026499599866255153
216.0,0.026485742882936425
217.0,0.026476448110377075
218.0,0.026471453840323057
219.0,0.026470491864158383
220.0,0.02647328848624516
221.0,0.026479565546810968
222.0,0.026489041451310816
223.0,0.026501432203178778
224.0,0.026516452436881142
225.0,0.026533816448188273
226.0,0.02655323921859637
227.0,0.026574437430853137
228.0,0.02659713047257266
229.0,0.026621041424964496
230.0,0.026645898033750313
231.0,0.026671433659397704
232.0,0.026697388203865326
233.0,0.026723509011125846
234.0,0.026749551738813392
235.0,0.026775281198429434
236.0,0.02680047216163606
237.0,0.026824910130267023
238.0,0.02684839206779533
239.0,0.026870727090110916
240.0,0.026891737113582392
241.0,0.026911257458503444
242.0,0.026929137406156014
243.0,0.026945240707859117
244.0,0.02695944604451333
245.0,0.026971647435296377
246.0,0.02698175459431455
247.0,0.02698969323416693
248.0,0.02699540531553519
249.0,0.02699884924206933
250.0,0.027
251.0,0.02699884924206933
252.0,0.02699540531553519
253.0,0.02698969323416693
254.0,0.02698175459431455
255.0,0.026971647435296377
256.0,0.02695944604451333
257.0,0.02694524070785912
258.0,0.026929137406156017
259.0,0.026911257458503444
260.0,0.026891737113582396
261.0,0.02687072709011092
262.0,0.026848392067795334
263.0,0.026824910130267023
264.0,0.026800472161636068
265.0,0.026775281198429438
266.0,0.026749551738813396
267.0,0.02672350901112585
268.0,0.02669738820386533
269.0,0.02667143365939771
270.0,0.02664589803375032
271.0,0.026621041424964503
272.0,0.02659713047257267
273.0,0.026574437430853144
274.0,0.026553239218596373
275.0,0.02653381644818828
276.0,0.026516452436881152
277.0,0.026501432203178785
278.0,0.026489041451310823
279.0,0.026479565546810975
280.0,0.026473288486245163
281.0,0.026470491864158386
282.0,0.026471453840323064
283.0,0.026476448110377082
284.0,0.026485742882936432
285.0,0.02649959986625516
286.0,0.026518273267484724
