,interval_start_utc,market,lmp
0,2020-04-01 00:00:00+00:00,DAY_AHEAD_HOURLY,21.9795
1,2020-04-01 00:05:00+00:00,DAY_AHEAD_HOURLY,21.9795
2,2020-04-01 00:10:00+00:00,DAY_AHEAD_HOURLY,21.9795
3,2020-04-01 00:15:00+00:00,DAY_AHEAD_HOURLY,21.9795
4,2020-04-01 00:20:00+00:00,DAY_AHEAD_HOURLY,21.9795
5,2020-04-01 00:25:00+00:00,DAY_AHEAD_HOURLY,21.9795
6,2020-04-01 00:30:00+00:00,DAY_AHEAD_HOURLY,21.9795
7,2020-04-01 00:35:00+00:00,DAY_AHEAD_HOURLY,21.9795
8,2020-04-01 00:40:00+00:00,DAY_AHEAD_HOURLY,21.9795
9,2020-04-01 00:45:00+00:00,DAY_AHEAD_HOURLY,21.9795
10,2020-04-01 00:50:00+00:00,DAY_AHEAD_HOURLY,21.9795
11,2020-04-01 00:55:00+00:00,DAY_AHEAD_HOURLY,21.9795
12,2020-04-01 01:00:00+00:00,DAY_AHEAD_HOURLY,18.5259
13,2020-04-01 01:05:00+00:00,DAY_AHEAD_HOURLY,18.5259
14,2020-04-01 01:10:00+00:00,DAY_AHEAD_HOURLY,18.5259
15,2020-04-01 01:15:00+00:00,DAY_AHEAD_HOURLY,18.5259
16,2020-04-01 01:20:00+00:00,DAY_AHEAD_HOURLY,18.5259
17,2020-04-01 01:25:00+00:00,DAY_AHEAD_HOURLY,18.5259
18,2020-04-01 01:30:00+00:00,DAY_AHEAD_HOURLY,18.5259
19,2020-04-01 01:35:00+00:00,DAY_AHEAD_HOURLY,18.5259
20,2020-04-01 01:40:00+00:00,DAY_AHEAD_HOURLY,18.5259
21,2020-04-01 01:45:00+00:00,DAY_AHEAD_HOURLY,18.5259
22,2020-04-01 01:50:00+00:00,DAY_AHEAD_HOURLY,18.5259
23,2020-04-01 01:55:00+00:00,DAY_AHEAD_HOURLY,18.5259
24,2020-04-01 02:00:00+00:00,DAY_AHEAD_HOURLY,14.5907
